9.700560093,15.19272089,11.71465898,11.76718807,10.83543015,9.406909943,9.977747917,9.902997971,10.36068392,10.4769938,11.10048604,10.86144471,8.77142024,8.640254974,8.871862888,9.323576212,9.056882143,9.379826069,11.88060498,10.12435603,10.3673303,1.516636735
21.69509179,21.71996628,22.62277743,21.14686758,21.90642294,23.51496169,20.63251953,22.02326116,21.07430296,22.06387282,21.3102192,19.55844848,20.60034874,20.43063391,21.05649601,22.6858813,22.17639895,22.0459122,21.57782822,21.62794128,21.57350762,0.896014068
33.17843002,33.31795509,33.29343799,32.74353091,32.92669384,32.78492792,32.17991625,33.14036924,33.70371786,34.11591764,32.29875102,32.47967612,33.29131682,31.74477956,32.24222658,33.34848222,32.12298729,32.24518136,32.37860529,33.28663271,32.84117679,0.615179215
2476.950927,2553.696432,2560.896219,2372.646625,2400.832159,2452.331566,2306.294266,2567.829354,2435.216388,2566.203613,2539.289767,2324.620596,2353.395106,2221.223989,2275.447542,2512.298981,2460.684132,2365.01282,2327.046409,2356.945317,2421.44311,106.365265
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
552.372663,512.3984151,491.5794652,436.5739419,1144.99619,408.6520393,410.0436831,435.184895,426.1815789,424.6354902,433.6177201,421.5694749,442.7947881,434.93244,439.554713,433.8460491,442.439548,437.108731,445.0048072,421.9416478,479.771414,160.4390955
18.96390835,19.1372024,19.17073811,19.33079976,18.60455502,18.698769,19.49092875,18.86391128,18.14351354,18.75624964,18.41771266,18.90297369,18.30113184,18.98201811,19.28224803,19.25165592,19.09943389,18.84463031,18.47490825,18.47306701,18.85951778,0.372138008
32.95215168,31.83980873,33.38063676,33.32754745,32.66037562,32.73551785,33.36333423,33.28847541,32.39183927,32.46337348,32.22941233,33.26565832,32.9314096,31.86619831,32.89752635,33.672473,32.56834708,32.5751758,33.05394499,31.82079221,32.76419992,0.548892501
4547.083764,4544.830512,4827.915999,4714.242733,4592.45552,4594.426996,4837.370564,4712.769918,4575.47376,4661.331366,4548.91378,4867.979406,4496.901199,4616.644538,4674.161528,4723.218736,4584.99832,4695.225876,4532.311873,4427.090492,4638.767344,117.8937993
1545.553362,1539.216907,1489.198881,1468.740807,1530.338381,1495.12395,1448.637539,1505.691063,1528.374432,1517.058855,1544.383944,1445.087352,1560.434951,1510.590107,1486.441466,1493.086486,1500.087054,1506.430774,1554.861866,1530.789006,1510.006359,32.76372787
6092.637126,6084.047419,6317.114879,6182.98354,6122.793901,6089.550945,6286.008103,6218.460982,6103.848193,6178.390221,6093.297724,6313.066759,6057.33615,6127.234645,6160.602994,6216.305223,6085.085374,6201.65665,6087.17374,5957.879498,6148.773703,91.2775248
,,,,,,,,,,,,,,,,,,,,,
33.86971211,31.4954102,34.95054007,35.48774385,36.33727407,35.60503221,34.98358798,38.56247663,36.66947031,34.31073403,35.55128717,33.66232181,34.88319206,33.63584399,34.71266413,34.05512905,35.90063429,34.57818508,35.84374499,34.594208,34.9844596,1.427403906
19.56542026,20.40931039,19.91467053,19.87501201,19.91617912,20.02391921,19.85484682,20.29015485,20.42553959,20.24748159,20.22765991,19.58646196,20.07785342,19.80741134,19.89912407,20.65661056,20.54128263,20.85017457,20.32802026,19.92702529,20.12120792,0.346157317
32.3599675,32.129773,33.06580037,32.49222041,32.83672876,32.92922961,32.47444917,32.90580538,32.68312908,33.10310351,32.63396532,32.31452425,32.61738696,31.90363739,32.47049566,33.06888897,33.40285111,31.94832852,32.58304252,32.94647302,32.64349003,0.397181
4518.462447,4712.768109,4862.502265,4791.662036,4792.433242,4765.277896,4556.503759,5134.717961,4907.529069,4773.584097,4885.081216,4590.411401,4677.743421,4707.649788,4714.791991,4866.904203,5168.038299,4848.013004,4865.546636,4862.696196,4800.115852,163.5238456
1697.004426,1619.941631,1564.539944,1572.946443,1590.138807,1654.848077,1682.103522,1530.085787,1544.072102,1581.624053,1609.346444,1722.145785,1632.844111,1644.84394,1597.648409,1585.255386,1508.659398,1578.589965,1587.706256,1588.291142,1604.631781,54.76131987
6215.466873,6332.70974,6427.042209,6364.608478,6382.572049,6420.125974,6238.607281,6664.803748,6451.601172,6355.20815,6494.427661,6312.557186,6310.587531,6352.493728,6312.4404,6452.159589,6676.697697,6426.602969,6453.252892,6450.987339,6404.747633,117.3313777
,,,,,,,,,,,,,,,,,,,,,
105.8006952,100.5624409,93.90832829,94.81634402,100.236047,103.031702,101.5131121,95.68062901,95.12400603,94.28584504,91.93131495,95.41995406,94.35085583,105.0117502,92.35663581,94.063416,99.10386705,96.118613,103.1488888,100.3934362,97.84289408,4.317740998
21.58465236,22.54307653,24.91241233,22.38496527,22.99230203,22.28920056,21.99592692,24.11565943,22.91147275,22.51813795,21.95758248,22.04375662,21.96793949,22.33422194,23.30021292,22.84641995,23.46980548,22.04496634,23.24673819,21.95136742,22.67054085,0.826895527
32.28449683,32.1783144,33.24436531,33.01948699,32.850414,32.21027023,32.26966289,32.93650187,32.75584911,32.42600733,33.17864163,32.65135759,32.34650608,32.8602219,33.32670129,32.95272725,32.60561338,32.37554746,33.15772829,32.52524543,32.70778296,0.371109133
4937.631122,4765.635371,5356.029797,5083.616392,5049.935429,4900.361573,4761.764993,5261.419641,5270.880886,5009.644027,4926.440331,4929.222142,4975.992815,4865.940504,5118.459897,5060.18106,5132.838944,4884.064175,5180.549633,4698.664047,5008.463639,178.1826442
3671.975046,3752.361356,3388.804031,3606.199848,3602.293586,3758.673657,3712.550348,3500.416881,3558.281788,3579.066575,3757.861045,3751.053301,3754.87659,3788.703161,3574.126031,3656.477753,3642.432496,3730.443507,3507.154082,3863.931408,3657.884125,117.9337327
8609.606168,8517.996727,8744.833828,8689.81624,8652.229014,8659.03523,8474.315341,8761.836522,8829.162674,8588.710603,8684.301376,8680.275443,8730.869404,8654.643665,8692.585928,8716.658813,8775.271439,8614.507682,8687.703715,8562.595456,8666.347764,87.21733996
,,,,,,,,,,,,,,,,,,,,,
98.58732605,87.38805795,82.66192007,85.09564495,83.50057602,113.7879672,89.31402421,107.715817,96.534096,100.7826748,,,,,,,,,,,94.53681042,10.71877456
20.69237415,20.95009763,20.41706084,20.1717064,21.19453257,20.63338829,19.87231129,20.77711712,20.33389809,20.79458756,,,,,,,,,,,20.58370739,0.390086689
33.38142685,32.76704702,32.80364556,32.27678782,32.33125726,31.9561213,32.21277342,32.5191364,32.90212204,32.92181294,,,,,,,,,,,32.60721306,0.424535963
4883.530005,4810.631372,5059.89425,4738.089599,4965.092893,4813.097618,4843.840555,4788.177747,4875.876513,4890.849602,,,,,,,,,,,4866.908015,92.61704169
3750.345068,3837.961447,3622.476992,3902.773377,3681.061197,3833.440458,3797.397972,3836.272085,3763.54744,3796.641397,,,,,,,,,,,3782.191743,82.15117248
8633.875073,8648.592819,8682.371242,8640.862976,8646.15409,8646.538076,8641.238527,8624.449833,8639.423952,8687.491,,,,,,,,,,,8649.099759,20.16336017
